Area,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
NC,10439388.0,10348997.5,10258607.0,10168216.5,10077826.0,9987435.5,9897045.0,9806654.5,9716264.0,9625873.5,9535483.0,9386866.0,9238249.0,9089632.0,8941015.0,8792398.0,8643781.0,8495164.0,8346547.0,8197930.0,8049313.0,7907245.4,7765177.8,7623110.2,7481042.6,7338975.0,7196907.4,7054839.8,6912772.2,6770704.6,6628637.0,6553949.9,6479262.8,6404575.7,6329888.6,6255201.5,6180514.4,6105827.3,6031140.2,5956453.1,5881766.0,5801795.3,5721824.6,5641853.9,5561883.2,5481912.5,5401941.8,5321971.1,5242000.4,5162029.7,5082059.0,5029468.6,4976878.2,4924287.8,4871697.4,4819107.0,4766516.6,4713926.2,4661335.8,4608745.4,4556155.0,4506732.4,4457309.8,4407887.2,4358464.6,4309042.0,4259619.4,4210196.8,4160774.2,4111351.6,4061929.0,4012898.4,3963867.8,3914837.2,3865806.6,3816776.0,3767745.4,3718714.8,3669684.2,3620653.6,3571623.0,3531488.3,3491353.6,3451218.9,3411084.2,3370949.5,3330814.8,3290680.1,3250545.4,3210410.7,3170276.0,3109160.7,3048045.4,2986930.1,2925814.8,2864699.5,2803584.2,2742468.9,2681353.6,2620238.3,2559123.0,2523839.4,2488555.8,2453272.2,2417988.6,2382705.0,2347421.4,2312137.8,2276854.2,2241570.6,2206287.0,2171003.4,2135719.8,2100436.2,2065152.6,2029869.0
ND,779094.0,768443.7,757793.4,747143.1,736492.8,725842.5,715192.2,704541.9,693891.6,683241.3,672591.0,669551.9,666512.8,663473.7,660434.6,657395.5,654356.4,651317.3,648278.2,645239.1,642200.0,641860.0,641520.0,641180.0,640840.0,640500.0,640160.0,639820.0,639480.0,639140.0,638800.0,640191.7,641583.4,642975.1,644366.8,645758.5,647150.2,648541.9,649933.6,651325.3,652717.0,649221.4,645725.8,642230.2,638734.6,635239.0,631743.4,628247.8,624752.2,621256.6,617761.0,619229.5,620698.0,622166.5,623635.0,625103.5,626572.0,628040.5,629509.0,630977.5,632446.0,631165.0,629884.0,628603.0,627322.0,626041.0,624760.0,623479.0,622198.0,620917.0,619636.0,621865.9,624095.8,626325.7,628555.6,630785.5,633015.4,635245.3,637475.2,639705.1,641935.0,645826.0,649717.0,653608.0,657499.0,661390.0,665281.0,669172.0,673063.0,676954.0,680845.0,677447.7,674050.4,670653.1,667255.8,663858.5,660461.2,657063.9,653666.6,650269.3,646872.0,639890.4,632908.8,625927.2,618945.6,611964.0,604982.4,598000.8,591019.2,584037.6,577056.0,570074.4,563092.8,556111.2,549129.6,542148.0
OH,11799448.0,11773153.6,11746859.2,11720564.8,11694270.4,11667976.0,11641681.6,11615387.2,11589092.8,11562798.4,11536504.0,11518167.6,11499831.2,11481494.8,11463158.4,11444822.0,11426485.6,11408149.2,11389812.8,11371476.4,11353140.0,11302537.5,11251935.0,11201332.5,11150730.0,11100127.5,11049525.0,10998922.5,10948320.0,10897717.5,10847115.0,10842166.5,10837218.0,10832269.5,10827321.0,10822372.5,10817424.0,10812475.5,10807527.0,10802578.5,10797630.0,10783068.7,10768507.4,10753946.1,10739384.8,10724823.5,10710262.2,10695700.9,10681139.6,10666578.3,10652017.0,10557455.0,10462893.0,10368331.0,10273769.0,10179207.0,10084645.0,9990083.0,9895521.0,9800959.0,9706397.0,9530420.0,9354443.0,9178466.0,9002489.0,8826512.0,8650535.0,8474558.0,8298581.0,8122604.0,7946627.0,7842725.5,7738824.0,7634922.5,7531021.0,7427119.5,7323218.0,7219316.5,7115415.0,7011513.5,6907612.0,6881520.5,6855429.0,6829337.5,6803246.0,6777154.5,6751063.0,6724971.5,6698880.0,6672788.5,6646697.0,6557966.7,6469236.4,6380506.1,6291775.8,6203045.5,6114315.2,6025584.9,5936854.6,5848124.3,5759394.0,5660166.7,5560939.4,5461712.1,5362484.8,5263257.5,5164030.2,5064802.9,4965575.6,4866348.3,4767121.0,4667893.7,4568666.4,4469439.1,4370211.8,4270984.5
OK,3959353.0,3938552.8,3917752.6,3896952.4,3876152.2,3855352.0,3834551.8,3813751.6,3792951.4,3772151.2,3751351.0,3721281.3,3691211.6,3661141.9,3631072.2,3601002.5,3570932.8,3540863.1,3510793.4,3480723.7,3450654.0,3420147.1,3389640.2,3359133.3,3328626.4,3298119.5,3267612.6,3237105.7,3206598.8,3176091.9,3145585.0,3133555.5,3121526.0,3109496.5,3097467.0,3085437.5,3073408.0,3061378.5,3049349.0,3037319.5,3025290.0,2978683.9,2932077.8,2885471.7,2838865.6,2792259.5,2745653.4,2699047.3,2652441.2,2605835.1,2559229.0,2536134.5,2513040.0,2489945.5,2466851.0,2443756.5,2420662.0,2397567.5,2374473.0,2351378.5,2328284.0,2318790.7,2309297.4,2299804.1,2290310.8,2280817.5,2271324.2,2261830.9,2252337.6,2242844.3,2233351.0,2243659.3,2253967.6,2264275.9,2274584.2,2284892.5,2295200.8,2305509.1,2315817.4,2326125.7,2336434.0,2342394.6,2348355.2,2354315.8,2360276.4,2366237.0,2372197.6,2378158.2,2384118.8,2390079.4,2396040.0,2359264.3,2322488.6,2285712.9,2248937.2,2212161.5,2175385.8,2138610.1,2101834.4,2065058.7,2028283.0,1991170.2,1954057.4,1916944.6,1879831.8,1842719.0,1805606.2,1768493.4,1731380.6,1694267.8,1657155.0,1620042.2,1582929.4,1545816.6,1508703.8,1471591.0
OR,4237256.0,4196637.8,4156019.6,4115401.4,4074783.2,4034165.0,3993546.8,3952928.6,3912310.4,3871692.2,3831074.0,3790106.5,3749139.0,3708171.5,3667204.0,3626236.5,3585269.0,3544301.5,3503334.0,3462366.5,3421399.0,3363491.2,3305583.4,3247675.6,3189767.8,3131860.0,3073952.2,3016044.4,2958136.6,2900228.8,2842321.0,2821399.4,2800477.8,2779556.2,2758634.6,2737713.0,2716791.4,2695869.8,2674948.2,2654026.6,2633105.0,2578933.0,2524761.0,2470589.0,2416417.0,2362245.0,2308073.0,2253901.0,2199729.0,2145557.0,2091385.0,2059115.2,2026845.4,1994575.6,1962305.8,1930036.0,1897766.2,1865496.4,1833226.6,1800956.8,1768687.0,1743952.4,1719217.8,1694483.2,1669748.6,1645014.0,1620279.4,1595544.8,1570810.2,1546075.6,1521341.0,1478175.3,1435009.6,1391843.9,1348678.2,1305512.5,1262346.8,1219181.1,1176015.4,1132849.7,1089684.0,1076094.2,1062504.4,1048914.6,1035324.8,1021735.0,1008145.2,994555.4,980965.6,967375.8,953786.0,936746.3,919706.6,902666.9,885627.2,868587.5,851547.8,834508.1,817468.4,800428.7,783389.0,772326.6,761264.2,750201.8,739139.4,728077.0,717014.6,705952.2,694889.8,683827.4,672765.0,661702.6,650640.2,639577.8,628515.4,617453.0
PA,13002700.0,12972667.9,12942635.8,12912603.7,12882571.6,12852539.5,12822507.4,12792475.3,12762443.2,12732411.1,12702379.0,12660246.5,12618114.0,12575981.5,12533849.0,12491716.5,12449584.0,12407451.5,12365319.0,12323186.5,12281054.0,12241112.9,12201171.8,12161230.7,12121289.6,12081348.5,12041407.4,12001466.3,11961525.2,11921584.1,11881643.0,11879868.2,11878093.4,11876318.6,11874543.8,11872769.0,11870994.2,11869219.4,11867444.6,11865669.8,11863895.0,11856896.4,11849897.8,11842899.2,11835900.6,11828902.0,11821903.4,11814904.8,11807906.2,11800907.6,11793909.0,11746454.7,11699000.4,11651546.1,11604091.8,11556637.5,11509183.2,11461728.9,11414274.6,11366820.3,11319366.0,11237230.6,11155095.2,11072959.8,10990824.4,10908689.0,10826553.6,10744418.2,10662282.8,10580147.4,10498012.0,10438228.8,10378445.6,10318662.4,10258879.2,10199096.0,10139312.8,10079529.6,10019746.4,9959963.2,9900180.0,9873297.0,9846414.0,9819531.0,9792648.0,9765765.0,9738882.0,9711999.0,9685116.0,9658233.0,9631350.0,9540216.7,9449083.4,9357950.1,9266816.8,9175683.5,9084550.2,8993416.9,8902283.6,8811150.3,8720017.0,8614526.4,8509035.8,8403545.2,8298054.6,8192564.0,8087073.4,7981582.8,7876092.2,7770601.6,7665111.0,7559620.4,7454129.8,7348639.2,7243148.6,7137658.0
RI,1097379.0,1092897.8,1088416.6,1083935.4,1079454.2,1074973.0,1070491.8,1066010.6,1061529.4,1057048.2,1052567.0,1052142.2,1051717.4,1051292.6,1050867.8,1050443.0,1050018.2,1049593.4,1049168.6,1048743.8,1048319.0,1043833.5,1039348.0,1034862.5,1030377.0,1025891.5,1021406.0,1016920.5,1012435.0,1007949.5,1003464.0,997833.0,992202.0,986571.0,980940.0,975309.0,969678.0,964047.0,958416.0,952785.0,947154.0,947111.1,947068.2,947025.3,946982.4,946939.5,946896.6,946853.7,946810.8,946767.9,946725.0,938001.3,929277.6,920553.9,911830.2,903106.5,894382.8,885659.1,876935.4,868211.7,859488.0,852728.8,845969.6,839210.4,832451.2,825692.0,818932.8,812173.6,805414.4,798655.2,791896.0,784041.0,776186.0,768331.0,760476.0,752621.0,744766.0,736911.0,729056.0,721201.0,713346.0,710761.1,708176.2,705591.3,703006.4,700421.5,697836.6,695251.7,692666.8,690081.9,687497.0,679187.0,670877.0,662567.0,654257.0,645947.0,637637.0,629327.0,621017.0,612707.0,604397.0,598218.3,592039.6,585860.9,579682.2,573503.5,567324.8,561146.1,554967.4,548788.7,542610.0,536431.3,530252.6,524073.9,517895.2,511716.5
SC,5118425.0,5069118.9,5019812.8,4970506.7,4921200.6,4871894.5,4822588.4,4773282.3,4723976.2,4674670.1,4625364.0,4564028.8,4502693.6,4441358.4,4380023.2,4318688.0,4257352.8,4196017.6,4134682.4,4073347.2,4012012.0,3959481.1,3906950.2,3854419.3,3801888.4,3749357.5,3696826.6,3644295.7,3591764.8,3539233.9,3486703.0,3450214.7,3413726.4,3377238.1,3340749.8,3304261.5,3267773.2,3231284.9,3194796.6,3158308.3,3121820.0,3068689.6,3015559.2,2962428.8,2909298.4,2856168.0,2803037.6,2749907.2,2696776.8,2643646.4,2590516.0,2569723.8,2548931.6,2528139.4,2507347.2,2486555.0,2465762.8,2444970.6,2424178.4,2403386.2,2382594.0,2356037.3,2329480.6,2302923.9,2276367.2,2249810.5,2223253.8,2196697.1,2170140.4,2143583.7,2117027.0,2095304.7,2073582.4,2051860.1,2030137.8,2008415.5,1986693.2,1964970.9,1943248.6,1921526.3,1899804.0,1883700.1,1867596.2,1851492.3,1835388.4,1819284.5,1803180.6,1787076.7,1770972.8,1754868.9,1738765.0,1733260.9,1727756.8,1722252.7,1716748.6,1711244.5,1705740.4,1700236.3,1694732.2,1689228.1,1683724.0,1666891.6,1650059.2,1633226.8,1616394.4,1599562.0,1582729.6,1565897.2,1549064.8,1532232.4,1515400.0,1498567.6,1481735.2,1464902.8,1448070.4,1431238.0
SD,886667.0,879418.3,872169.6,864920.9,857672.2,850423.5,843174.8,835926.1,828677.4,821428.7,814180.0,808246.4,802312.8,796379.2,790445.6,784512.0,778578.4,772644.8,766711.2,760777.6,754844.0,748960.0,743076.0,737192.0,731308.0,725424.0,719540.0,713656.0,707772.0,701888.0,696004.0,695480.4,694956.8,694433.2,693909.6,693386.0,692862.4,692338.8,691815.2,691291.6,690768.0,688241.9,685715.8,683189.7,680663.6,678137.5,675611.4,673085.3,670559.2,668033.1,665507.0,667007.7,668508.4,670009.1,671509.8,673010.5,674511.2,676011.9,677512.6,679013.3,680514.0,677736.6,674959.2,672181.8,669404.4,666627.0,663849.6,661072.2,658294.8,655517.4,652740.0,651762.1,650784.2,649806.3,648828.4,647850.5,646872.6,645894.7,644916.8,643938.9,642961.0,647949.8,652938.6,657927.4,662916.2,667905.0,672893.8,677882.6,682871.4,687860.2,692849.0,687218.8,681588.6,675958.4,670328.2,664698.0,659067.8,653437.6,647807.4,642177.2,636547.0,631281.1,626015.2,620749.3,615483.4,610217.5,604951.6,599685.7,594419.8,589153.9,583888.0,578622.1,573356.2,568090.3,562824.4,557558.5
TN,6910840.0,6854366.5,6797893.0,6741419.5,6684946.0,6628472.5,6571999.0,6515525.5,6459052.0,6402578.5,6346105.0,6280422.8,6214740.6,6149058.4,6083376.2,6017694.0,5952011.8,5886329.6,5820647.4,5754965.2,5689283.0,5608073.2,5526863.4,5445653.6,5364443.8,5283234.0,5202024.2,5120814.4,5039604.6,4958394.8,4877185.0,4848578.5,4819972.0,4791365.5,4762759.0,4734152.5,4705546.0,4676939.5,4648333.0,4619726.5,4591120.0,4524376.7,4457633.4,4390890.1,4324146.8,4257403.5,4190660.2,4123916.9,4057173.6,3990430.3,3923687.0,3888027.2,3852367.4,3816707.6,3781047.8,3745388.0,3709728.2,3674068.4,3638408.6,3602748.8,3567089.0,3539551.9,3512014.8,3484477.7,3456940.6,3429403.5,3401866.4,3374329.3,3346792.2,3319255.1,3291718.0,3254130.3,3216542.6,3178954.9,3141367.2,3103779.5,3066191.8,3028604.1,2991016.4,2953428.7,2915841.0,2885912.5,2855984.0,2826055.5,2796127.0,2766198.5,2736270.0,2706341.5,2676413.0,2646484.5,2616556.0,2588688.9,2560821.8,2532954.7,2505087.6,2477220.5,2449353.4,2421486.3,2393619.2,2365752.1,2337885.0,2322575.4,2307265.8,2291956.2,2276646.6,2261337.0,2246027.4,2230717.8,2215408.2,2200098.6,2184789.0,2169479.4,2154169.8,2138860.2,2123550.6,2108241.0
TX,29145505.0,28745510.6,28345516.2,27945521.8,27545527.4,27145533.0,26745538.6,26345544.2,25945549.8,25545555.4,25145561.0,24716186.9,24286812.8,23857438.7,23428064.6,22998690.5,22569316.4,22139942.3,21710568.2,21281194.1,20851820.0,20465289.0,20078758.0,19692227.0,19305696.0,18919165.0,18532634.0,18146103.0,17759572.0,17373041.0,16986510.0,16710778.1,16435046.2,16159314.3,15883582.4,15607850.5,15332118.6,15056386.7,14780654.8,14504922.9,14229191.0,13925944.9,13622698.8,13319452.7,13016206.6,12712960.5,12409714.4,12106468.3,11803222.2,11499976.1,11196730.0,11035024.7,10873319.4,10711614.1,10549908.8,10388203.5,10226498.2,10064792.9,9903087.6,9741382.3,9579677.0,9392828.7,9205980.4,9019132.1,8832283.8,8645435.5,8458587.2,8271738.9,8084890.6,7898042.3,7711194.0,7581557.0,7451920.0,7322283.0,7192646.0,7063009.0,6933372.0,6803735.0,6674098.0,6544461.0,6414824.0,6355813.1,6296802.2,6237791.3,6178780.4,6119769.5,6060758.6,6001747.7,5942736.8,5883725.9,5824715.0,5708566.3,5592417.6,5476268.9,5360120.2,5243971.5,5127822.8,5011674.1,4895525.4,4779376.7,4663228.0,4586559.4,4509890.8,4433222.2,4356553.6,4279885.0,4203216.4,4126547.8,4049879.2,3973210.6,3896542.0,3819873.4,3743204.8,3666536.2,3589867.6,3513199.0
UT,3271616.0,3220842.9,3170069.8,3119296.7,3068523.6,3017750.5,2966977.4,2916204.3,2865431.2,2814658.1,2763885.0,2710813.4,2657741.8,2604670.2,2551598.6,2498527.0,2445455.4,2392383.8,2339312.2,2286240.6,2233169.0,2182137.1,2131105.2,2080073.3,2029041.4,1978009.5,1926977.6,1875945.7,1824913.8,1773881.9,1722850.0,1696668.7,1670487.4,1644306.1,1618124.8,1591943.5,1565762.2,1539580.9,1513399.6,1487218.3,1461037.0,1420860.6,1380684.2,1340507.8,1300331.4,1260155.0,1219978.6,1179802.2,1139625.8,1099449.4,1059273.0,1042408.4,1025543.8,1008679.2,991814.6,974950.0,958085.4,941220.8,924356.2,907491.6,890627.0,870450.5,850274.0,830097.5,809921.0,789744.5,769568.0,749391.5,729215.0,709038.5,688862.0,675006.8,661151.6,647296.4,633441.2,619586.0,605730.8,591875.6,578020.4,564165.2,550310.0,546063.7,541817.4,537571.1,533324.8,529078.5,524832.2,520585.9,516339.6,512093.3,507847.0,502001.9,496156.8,490311.7,484466.6,478621.5,472776.4,466931.3,461086.2,455241.1,449396.0,441791.5,434187.0,426582.5,418978.0,411373.5,403769.0,396164.5,388560.0,380955.5,373351.0,365746.5,358142.0,350537.5,342933.0,335328.5
VT,643077.0,641343.4,639609.8,637876.2,636142.6,634409.0,632675.4,630941.8,629208.2,627474.6,625741.0,624049.6,622358.2,620666.8,618975.4,617284.0,615592.6,613901.2,612209.8,610518.4,608827.0,604220.1,599613.2,595006.3,590399.4,585792.5,581185.6,576578.7,571971.8,567364.9,562758.0,557627.8,552497.6,547367.4,542237.2,537107.0,531976.8,526846.6,521716.4,516586.2,511456.0,504743.4,498030.8,491318.2,484605.6,477893.0,471180.4,464467.8,457755.2,451042.6,444330.0,438885.1,433440.2,427995.3,422550.4,417105.5,411660.6,406215.7,400770.8,395325.9,389881.0,388667.6,387454.2,386240.8,385027.4,383814.0,382600.6,381387.2,380173.8,378960.4,377747.0,375895.4,374043.8,372192.2,370340.6,368489.0,366637.4,364785.8,362934.2,361082.6,359231.0,359269.0,359307.0,359345.0,359383.0,359421.0,359459.0,359497.0,359535.0,359573.0,359611.0,358892.7,358174.4,357456.1,356737.8,356019.5,355301.2,354582.9,353864.6,353146.3,352428.0,352780.8,353133.6,353486.4,353839.2,354192.0,354544.8,354897.6,355250.4,355603.2,355956.0,356308.8,356661.6,357014.4,357367.2,357720.0
VA,8631393.0,8568356.1,8505319.2,8442282.3,8379245.4,8316208.5,8253171.6,8190134.7,8127097.8,8064060.9,8001024.0,7908773.1,7816522.2,7724271.3,7632020.4,7539769.5,7447518.6,7355267.7,7263016.8,7170765.9,7078515.0,6989399.3,6900283.6,6811167.9,6722052.2,6632936.5,6543820.8,6454705.1,6365589.4,6276473.7,6187358.0,6103304.0,6019250.0,5935196.0,5851142.0,5767088.0,5683034.0,5598980.0,5514926.0,5430872.0,5346818.0,5276985.6,5207153.2,5137320.8,5067488.4,4997656.0,4927823.6,4857991.2,4788158.8,4718326.4,4648494.0,4580339.5,4512185.0,4444030.5,4375876.0,4307721.5,4239567.0,4171412.5,4103258.0,4035103.5,3966949.0,3902122.1,3837295.2,3772468.3,3707641.4,3642814.5,3577987.6,3513160.7,3448333.8,3383506.9,3318680.0,3254589.3,3190498.6,3126407.9,3062317.2,2998226.5,2934135.8,2870045.1,2805954.4,2741863.7,2677773.0,2652180.8,2626588.6,2600996.4,2575404.2,2549812.0,2524219.8,2498627.6,2473035.4,2447443.2,2421851.0,2410584.6,2399318.2,2388051.8,2376785.4,2365519.0,2354252.6,2342986.2,2331719.8,2320453.4,2309187.0,2284429.5,2259672.0,2234914.5,2210157.0,2185399.5,2160642.0,2135884.5,2111127.0,2086369.5,2061612.0,2036854.5,2012097.0,1987339.5,1962582.0,1937824.5
WA,7705281.0,7607206.9,7509132.8,7411058.7,7312984.6,7214910.5,7116836.4,7018762.3,6920688.2,6822614.1,6724540.0,6641498.1,6558456.2,6475414.3,6392372.4,6309330.5,6226288.6,6143246.7,6060204.8,5977162.9,5894121.0,5791378.1,5688635.2,5585892.3,5483149.4,5380406.5,5277663.6,5174920.7,5072177.8,4969434.9,4866692.0,4793238.4,4719784.8,4646331.2,4572877.6,4499424.0,4425970.4,4352516.8,4279063.2,4205609.6,4132156.0,4059857.3,3987558.6,3915259.9,3842961.2,3770662.5,3698363.8,3626065.1,3553766.4,3481467.7,3409169.0,3353573.5,3297978.0,3242382.5,3186787.0,3131191.5,3075596.0,3020000.5,2964405.0,2908809.5,2853214.0,2805788.9,2758363.8,2710938.7,2663513.6,2616088.5,2568663.4,2521238.3,2473813.2,2426388.1,2378963.0,2314685.8,2250408.6,2186131.4,2121854.2,2057577.0,1993299.8,1929022.6,1864745.4,1800468.2000000002,1736191.0,1718911.5,1701632.0,1684352.5,1667073.0,1649793.5,1632514.0,1615234.5,1597955.0,1580675.5,1563396.0,1542718.5,1522041.0,1501363.5,1480686.0,1460008.5,1439331.0,1418653.5,1397976.0,1377298.5,1356621.0,1335157.9,1313694.8,1292231.7,1270768.6,1249305.5,1227842.4,1206379.3,1184916.2,1163453.1,1141990.0,1120526.9,1099063.8,1077600.7,1056137.6,1034674.5
WV,1793716.0,1799643.8,1805571.6,1811499.4,1817427.2,1823355.0,1829282.8,1835210.6,1841138.4,1847066.2,1852994.0,1848529.0,1844064.0,1839599.0,1835134.0,1830669.0,1826204.0,1821739.0,1817274.0,1812809.0,1808344.0,1806857.3,1805370.6,1803883.9,1802397.2,1800910.5,1799423.8,1797937.1,1796450.4,1794963.7,1793477.0,1809093.7,1824710.4,1840327.1,1855943.8,1871560.5,1887177.2,1902793.9,1918410.6,1934027.3,1949644.0,1929103.3,1908562.6,1888021.9,1867481.2,1846940.5,1826399.8,1805859.1,1785318.4,1764777.7,1744237.0,1755855.4,1767473.8,1779092.2,1790710.6,1802329.0,1813947.4,1825565.8,1837184.2,1848802.6,1860421.0,1874934.1,1889447.2,1903960.3,1918473.4,1932986.5,1947499.6,1962012.7,1976525.8,1991038.9,2005552.0,1995194.2,1984836.4,1974478.6,1964120.8,1953763.0,1943405.2,1933047.4,1922689.6,1912331.8,1901974.0,1884697.1,1867420.2,1850143.3,1832866.4,1815589.5,1798312.6,1781035.7,1763758.8,1746481.9,1729205.0,1702654.6,1676104.2,1649553.8,1623003.4,1596453.0,1569902.6,1543352.2,1516801.8,1490251.4,1463701.0,1439442.8,1415184.6,1390926.4,1366668.2,1342410.0,1318151.8,1293893.6,1269635.4,1245377.2,1221119.0,1196860.8,1172602.6,1148344.4,1124086.2,1099828.0
WI,5893718.0,5873044.8,5852371.6,5831698.4,5811025.2,5790352.0,5769678.8,5749005.6,5728332.4,5707659.2,5686986.0,5654654.9,5622323.8,5589992.7,5557661.6,5525330.5,5492999.4,5460668.3,5428337.2,5396006.1,5363675.0,5316484.4,5269293.8,5222103.2,5174912.6,5127722.0,5080531.4,5033340.8,4986150.2,4938959.6,4891769.0,4873168.8,4854568.6,4835968.4,4817368.2,4798768.0,4780167.8,4761567.6,4742967.4,4724367.2,4705767.0,4676963.4,4648159.8,4619356.2,4590552.6,4561749.0,4532945.4,4504141.8,4475338.2,4446534.6,4417731.0,4371135.6,4324540.2,4277944.8,4231349.4,4184754.0,4138158.6,4091563.2,4044967.8,3998372.4,3951777.0,3900056.8,3848336.6,3796616.4,3744896.2,3693176.0,3641455.8,3589735.6,3538015.4,3486295.2,3434575.0,3404876.2,3375177.4,3345478.6,3315779.8,3286081.0,3256382.2,3226683.4,3196984.6,3167285.8,3137587.0,3117728.9,3097870.8,3078012.7,3058154.6,3038296.5,3018438.4,2998580.3,2978722.2,2958864.1,2939006.0,2908312.1,2877618.2,2846924.3,2816230.4,2785536.5,2754842.6,2724148.7,2693454.8,2662760.9,2632067.0,2602246.3,2572425.6,2542604.9,2512784.2,2482963.5,2453142.8,2423322.1,2393501.4,2363680.7,2333860.0,2304039.3,2274218.6,2244397.9,2214577.2,2184756.5
WY,576851.0,575528.5,574206.0,572883.5,571561.0,570238.5,568916.0,567593.5,566271.0,564948.5,563626.0,556641.6,549657.2,542672.8,535688.4,528704.0,521719.6,514735.2,507750.8,500766.4,493782.0,489762.6,485743.2,481723.8,477704.4,473685.0,469665.6,465646.2,461626.8,457607.4,453588.0,455184.9,456781.8,458378.7,459975.6,461572.5,463169.4,464766.3,466363.2,467960.1,469557.0,455842.9,442128.8,428414.7,414700.6,400986.5,387272.4,373558.3,359844.2,346130.1,332416.0,332181.0,331946.0,331711.0,331476.0,331241.0,331006.0,330771.0,330536.0,330301.0,330066.0,326112.3,322158.6,318204.9,314251.2,310297.5,306343.8,302390.1,298436.4,294482.7,290529.0,286550.3,282571.6,278592.9,274614.2,270635.5,266656.8,262678.1,258699.4,254720.7,250742.0,248224.3,245706.6,243188.9,240671.2,238153.5,235635.8,233118.1,230600.4,228082.7,225565.0,222448.7,219332.4,216216.1,213099.8,209983.5,206867.2,203750.9,200634.6,197518.3,194402.0,189558.3,184714.6,179870.9,175027.2,170183.5,165339.8,160496.1,155652.4,150808.7,145965.0,141121.3,136277.6,131433.9,126590.2,121746.5
